Id,name,author,relicTime,imageUrl,description,realUrl
61.31,Votive Figure of Kannon,,17th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.31
61.22,Female Figure of Saint (Bulto),,Mid 19th–early 20th century,,"Gift of Dr. and Mrs. Henry R. Hope, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.22
61.24,The Virgin of Guadalupe (Bulto),,Mid 19th–early 20th century,,"Gift of Dr. and Mrs. Henry R. Hope, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.24
59.56,Club,,Before 1950,,"Gift of Frederick Stafford, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.56
61.46,Massacre of the Innocents,"Carlo Innocenzo Carlone (Italian, 1686–May 17, 1775)",18th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.46
62.165,Madonna and Child,"Bernardino Lanino (Italian, ca. 1509–after 1581)",16th century,,"The Samuel H. Kress Study Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.165
59.6,Statuette of Three Warriors on a Chariot,,700–600 BCE,,"Gift of Frederick Stafford, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.6
62.171.1,Bark Painting - Pelican Motif,,Early 20th century,,"Gift of Mr. Allan Gerdau, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.171.1
62.171.2,Bark Painting - Stingray Motif,,20th–mid 20th century,,"Gift of Mr. Allan Gerdau, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.171.2
59.62,Geometric Bowl with Bird Pattern,,740–700 BCE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.62
59.63,Black-Figure Oil Flask (Lekythos) with Hermes and Cerberus,,500–480 BCE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.63
62.175,Hill Jar with Cover,Unknown,206 BCE–220 CE,,"William Lowe Bryan Memorial, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.175
62.178,Platter Depicting  a Turtle Hunt,,Late 16th century,,"William Lowe Bryan Memorial, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.178
59.45,Storage Jar with Boats,,3600–3400  BCE,,"Gift of Frederick Stafford, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.45
59.44,Head of  Ptolemaic King Depicted as a Pharaoh,,300–100 BCE,,"Gift of Frederick Stafford, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.44
59.46,Vanitas,"Juan Francisco Carrión (Spanish, 1626–1680)",1672,,"Gift of Henry D. and Sidney Hill, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.46
62.132,Portrait of Yvonne,"Jan Cox (Dutch-Belgian, 1919–1980)",1952,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.132
59.47,Morning (Matin),"Charles-François Daubigny (French, Barbizon, 1817–1878)",1863,,"Gift of James and Marvelle Adams in honor of William Lowe Bryan, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.47
59.48,Landscape,"Georges Michel (French, 1763–1843)",Ca. 1820s–1830s,,"Gift of James and Marvelle Adams in honor of William Lowe Bryan, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.48
59.5,Horse with Rider,,700–600 BCE,,"Gift of Frederick Stafford, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.5
59.52,Marriage Casket,,15th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=59.52
62.133,Composition,"Claude Georges (French, 1929–1988)",1959,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.133
62.134,Numero,"Franco Bemporad (Italian, 1926–1989)",1959,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.134
61.35,Portrait Bust of Vivant Denon,,1792,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.35
61.38,Pair of Handles from a Mixing Bowl (Stamnos),,650–450 BCE,,"Gift of Frederick Stafford, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.38
61.4,Young Man (Kouros),,580–450 BCE,,"Gift of Mr. and Mrs. Norbert Schimmel, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.4
62.139,Paysage Humain Number 20,"Jōsaku Maeda (Japanese, 1926–2007)",1960,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.139
61.41,Head of St. Peter,"Jusepe de Ribera (Spanish (active Italy), 1591–1652)",1620–1652,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.41
61.42,Aurora with Garland of Flowers (Allegoria dell'Aurora),"Luca Giordano (Italian, 1634–1705)",17th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.42
61.43,Hagar and Ishmael Sent Away by Abraham,"Hendrik Mommers (Dutch, ca. 1623–1697)",17th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.43
61.7,Figure in the Form of a Monkey (Ghekre),,19th–mid 20th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.7
61.48,Tanka,Unknown,16th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.48
62.174,Mortuary Urn,Unknown,2nd millennium BCE,,"William Lowe Bryan Memorial, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.174
62.172,Adoration of the Shepherds,,1525–1550,,"Gift of Dr. and Mrs. Henry R. Hope, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.172
61.75,Yayoi Jar,Unknown,20th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.75
62.167,Generale,"Enrico Baj (Italian, 1924–2003)",1961,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.167
62.170,The Continence of Scipio,,1537–1539,,"Gift of Mrs. Julian Bobbs, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.170
62.166,A Poet Seated in a Meadow,Unknown,Late 16th–early 17th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.166
62.131,NARCOTICA,"Bruce Conner (American, 1933–2008)",1959,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.131
62.138,Composition,"Ger Lataster (Dutch, 1920–2012)",1957,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.138
62.140,Veronica,"Joan Puig Manera (Spanish, 1921–2013)",1961,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.140
62.141,"Leaf, Feather, Drop of Blood (Feuille, Plumes et Goutte de Sang)","André Masson (French, 1896–1987)",1927,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.141
61.88,Red-Figure Box (Pyxis) with a Lid Depiciting Women,,450–425 BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.88
61.77,Bowl with Exterior Lotus Petal Design,Unknown,12th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.77
62.143,Paysage,"Pierre Roy (French, 1880–1950)",1936,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.143
62.142,Islandsk Portrait,"Carl-Henning Pedersen (Danish, 1913–1993)",1950,,"Gift of Mr. and Mrs. G. David Thompson, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.142
62.181,Vessel in the Form of a Drummer,,200–500,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.181
61.81,Vessel in the Form of a Pumpkin,,200 BCE–300 CE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.81
62.196,Spout-and-Bridge Vessel in the Form of a Human Figure,,1–500,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.196
61.83,Water Jar,,Ca. 1900,,"Gift of Dr. and Mrs. Henry R. Hope, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.83
62.195,Portrait Head Vessel,,400–800,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.195
62.111,Yam Mask,,20th–mid 20th century,,"Gift of Mr. and Mrs. Duke Marks, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.111
61.85,Pot,,Ca. 1900,,"Gift of Dr. and Mrs. Henry R. Hope, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.85
61.87,Drinking Horn (Rhyton) in the Form of a Bull's Head,,200–100 BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.87
62.112,Yam Mask,,Early 20th century,,"Gift of Mr. and Mrs. Duke Marks, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.112
61.86,Black-Figure Oil Flask (Lekythos) with Palmettes,,500–400 BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.86
62.179,Storage Jar,,3000–2000 BCE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.179
61.89,Black-Figure Oil Flask (Lekythos) with Palmettes,,5th century BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.89
62.18,Ceremonial Ballgame Object (Palma),,600–700,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.18
62.180,Double-Spout-and-Bridge Jar,,1–500,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.180
61.99,Kneeling Pharaoh Statuette,,1070–664 BCE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.99
62.102,Mace Head,,1–500,,"Raymond and Laura Wielgus Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.102
62.189,Jar,Unknown,3rd millennium BCE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.189
62.191,Vase in the Shape of a Leather Pouch,Unknown,5th–6th century,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.191
62.11,Ox and Cart,Unknown,206 BCE–220 CE,,"Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.11
62.2,Head from Statue of  Emperor Marcus Aurelius,,200–250 CE,,"William Lowe Bryan Memorial, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.2
62.106,Shield,,Mid 20th century,,"Gift of Allan Gerdau, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.106
62.201,Black-Figure Storage Jar (Neck Amphora) with Apollo and Two Muses and a Departure Scene,,Ca. 530 BCE,,"William Lowe Bryan Memorial, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.201
62.117.108,Handle from a Pan (Patera) in the Form of a Young Man,,550–450 BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.117.108
62.117.114,Mirror with Libation at the Shrine of Diana,,100 BCE–100 CE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.117.114
61.50,Menina Eating Watermelon,School of Diego Velázquez,17th century,,"Gift of Dr. and Mrs. Henry R. Hope, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=61.50
62.117.116,Statuette of Athena with Coiled Snake and Decorated Shield,,330–31 BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.117.116
62.117.109,Aphrodite Arranging Her Hair,,300–200 BCE,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.117.109
62.117.118,Minerva (Athena),,1st–2nd century,,"Burton Y. Berry Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=62.117.118
